player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Bamba Dieng,Senegal,Senegal,FW,26-090,2000,Lorient,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,8.0,8.9,,0,1,8.0,0,0.0,1.0,1.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Bara Sapoko Ndiaye,Senegal,Senegal,MF,18-172,2007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherif Ndiaye,Senegal,Senegal,"FW,MF",30-149,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Hadji Malick Diouf,Senegal,Senegal,DF,21-175,2004,West Ham,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Habib Diarra,Senegal,Senegal,MF,22-169,2004,Sunderland,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,16.7,,0,1,15.0,0,0.0,1.0,2.0,-1.0,-6.0,-4.8,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ibrahim Mbaye,Senegal,Senegal,FW,18-148,2008,PSG,1,0,16.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.63,0.0,5.63,5.63,5.63,1.0,1.0,100.0,5.63,5.63,1.0,1.0,16.0,17.8,,0,1,16.0,0,0.0,1.0,2.0,-1.0,-5.63,-4.41,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Idrissa Gueye,Senegal,Senegal,MF,36-268,1989,Everton,1,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,87.0,96.7,87.0,0,0,,0,0.0,0.0,2.0,-2.0,-2.07,-2.07,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Iliman Ndiaye,Senegal,Senegal,"FW,MF",26-107,2000,Everton,1,0,8.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,11.25,0.0,11.25,0.0,0.0,,0.0,0.0,,,8.0,8.9,,0,1,8.0,0,0.0,1.0,1.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ismail Jakobs,Senegal,Senegal,"DF,MF",26-308,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismaila Sarr,Senegal,Senegal,MF,28-116,1998,Crystal Palace,1,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.65,0.0,0.0,,74.0,82.2,74.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.22,4.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kalidou Koulibaly,Senegal,Senegal,DF,35-001,1991,Al-Hilal,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Krépin Diatta,Senegal,Senegal,DF,27-116,1999,Monaco,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,0.0,0.0,0.0,1.0,1.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Lamine Camara,Senegal,Senegal,MF,22-171,2004,Monaco,1,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,75.0,83.3,75.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.2,4.8,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mamadou Sarr,Senegal,Senegal,DF,20-296,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mory Diaw,Senegal,Senegal,GK,32-364,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moussa Niakhaté,Senegal,Senegal,DF,30-105,1996,Lyon,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nicolas Jackson,Senegal,Senegal,FW,25-001,2001,Bayern Munich,1,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1,0.0,0.0,,82.0,91.1,82.0,0,0,,0,0.0,0.0,2.0,-2.0,-2.2,-2.2,0.0,2.0,0.0,3.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Pape Gueye,Senegal,Senegal,MF,27-148,1999,Villarreal,1,1,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,82.0,91.1,82.0,0,0,,0,0.0,0.0,2.0,-2.0,-2.2,-2.2,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pape Matar Sarr,Senegal,Senegal,MF,23-280,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathé Ciss,Senegal,Senegal,"DF,MF",32-097,1994,Rayo Vallecano,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,3.0,3.3,,0,1,3.0,0,0.0,1.0,1.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Sadio Mané,Senegal,Senegal,MF,34-072,1992,Al-Nassr,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,0.0,3.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yehvann Diouf,Senegal,Senegal,GK,26-217,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Édouard Mendy,Senegal,Senegal,GK,34-112,1992,Al-Ahli,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,0.0,1.0,3.0,-2.0,-2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,3.0,3.0,8.0,5.0,62.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aubrey Modiba,South Africa,South Africa,DF,30-334,1995,Sundowns,2,2,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.17,0.54,0.0,0.0,83.0,92.2,83.0,1,0,,0,0.5,1.0,3.0,-2.0,-1.08,-1.08,0.0,3.0,3.0,1.0,7.0,1.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Bradley Cross,South Africa,South Africa,DF,25-142,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evidence Makgopa,South Africa,South Africa,FW,26-016,2000,Orlando Pirates,2,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,4.5,4.5,0.0,0.0,20.0,22.2,,0,2,20.0,0,0.5,1.0,0.0,1.0,2.25,4.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ime Okon,South Africa,South Africa,DF,22-121,2004,Hannover 96,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,1.0,3.0,-2.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Iqraam Rayners,South Africa,South Africa,FW,30-184,1995,Sundowns,2,2,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.64,0.0,0.0,,70.0,77.8,70.0,0,0,,0,0.5,0.0,3.0,-3.0,-1.93,-4.18,0.0,0.0,1.0,2.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jayden Adams,South Africa,South Africa,MF,25-047,2001,Sundowns,2,2,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,53.0,58.3,53.0,0,0,,0,0.5,0.0,2.0,-2.0,-1.71,-1.71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kamogelo Sebelebele,South Africa,South Africa,"DF,MF",23-335,2002,Orlando Pirates,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,3.9,,0,1,7.0,1,1.0,0.0,0.0,0.0,0.0,1.04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Khuliso Mudau,South Africa,South Africa,DF,31-056,1995,Sundowns,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,1.0,3.0,-2.0,-1.0,,0.0,3.0,4.0,1.0,3.0,3.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
Khulumani Ndamane,South Africa,South Africa,DF,22-136,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyle Foster,South Africa,South Africa,FW,25-291,2000,Burnley,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.64,0.0,0.0,,55.0,30.6,55.0,0,0,,1,0.0,0.0,1.0,-1.0,-1.64,-0.92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mbekezeli Mbokazi,South Africa,South Africa,DF,20-275,2005,Chicago Fire,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,2.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,1.0,3.0,-2.0,-1.0,,0.0,1.0,3.0,0.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Nkosinathi Sibisi,South Africa,South Africa,DF,30-272,1995,Orlando Pirates,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,0.0,0.0,2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Olwethu Makhanya,South Africa,South Africa,DF,22-052,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswin Appollis,South Africa,South Africa,FW,24-300,2001,Orlando Pirates,2,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.87,0.0,0.0,,52.0,57.8,90.0,1,1,14.0,0,0.5,1.0,1.0,0.0,0.0,2.37,0.0,0.0,1.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Relebohile Mofokeng,South Africa,South Africa,MF,21-241,2004,Orlando Pirates,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,2.0,0.0,0.0,45.0,25.0,,0,1,45.0,1,1.0,1.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ricardo Goss,South Africa,South Africa,GK,32-080,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronwen Williams,South Africa,South Africa,GK,34-151,1992,Sundowns,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.5,1.0,3.0,-2.0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,2.0,2.0,180.0,3.0,1.5,7.0,4.0,57.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Samukele Kabini,South Africa,South Africa,DF,22-098,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sipho Chaine,South Africa,South Africa,GK,29-189,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphephelo Sithole,South Africa,South Africa,MF,27-110,1999,Tondela,1,1,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,49.0,27.2,49.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.84,-1.15,0.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Teboho Mokoena,South Africa,South Africa,MF,29-148,1997,Sundowns,2,2,180.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,1.0,50.0,1.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,1.0,3.0,-2.0,-1.0,,0.0,3.0,5.0,0.0,4.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Thabang Matuludi,South Africa,South Africa,DF,27-158,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalente Mbatha,South Africa,South Africa,MF,26-097,2000,Orlando Pirates,2,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.72,0.0,0.0,,63.0,69.4,90.0,1,1,35.0,0,0.5,1.0,2.0,-1.0,-0.72,0.92,0.0,1.0,0.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Thapelo Maseko,South Africa,South Africa,FW,22-222,2003,,1,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.25,0.0,0.0,,83.0,46.1,83.0,0,0,,1,1.0,1.0,1.0,0.0,0.0,1.86,0.0,2.0,3.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Themba Zwane,South Africa,South Africa,"FW,MF",36-322,1989,Sundowns,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,23.0,12.8,,0,1,23.0,0,0.0,0.0,1.0,-1.0,-3.91,-3.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Tshepang Moremi,South Africa,South Africa,MF,25-262,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aymeric Laporte,Spain,Spain,DF,32-025,1994,Athletic Club,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Borja Iglesias,Spain,Spain,FW,33-155,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dani Olmo,Spain,Spain,"FW,MF",28-045,1998,Barcelona,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,11.1,,0,1,10.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
David Raya,Spain,Spain,GK,30-279,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric García,Spain,Spain,"DF,MF",25-163,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabián Ruiz Peña,Spain,Spain,MF,30-079,1996,PSG,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,6.43,1.29,0.0,0.0,70.0,77.8,70.0,0,0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ferrán Torres,Spain,Spain,FW,26-112,2000,Barcelona,1,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,4.5,1.13,0.0,0.0,80.0,88.9,80.0,0,0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Gavi,Spain,Spain,FW,21-320,2004,Barcelona,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.29,0.0,0.0,,70.0,77.8,70.0,0,0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Joan García,Spain,Spain,GK,25-048,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamine Yamal,Spain,Spain,"FW,MF",18-343,2007,Barcelona,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,,20.0,22.2,,0,1,20.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Marc Cucurella,Spain,Spain,DF,27-334,1998,Chelsea,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,4.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Marc Pubill,Spain,Spain,DF,23-001,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Llorente,Spain,Spain,DF,31-142,1995,Atlético Madrid,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Martín Zubimendi,Spain,Spain,MF,27-139,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikel Merino,Spain,Spain,MF,29-364,1996,Arsenal,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.5,4.5,0.0,0.0,20.0,22.2,,0,1,20.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mikel Oyarzabal,Spain,Spain,FW,29-061,1997,Real Sociedad,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,5.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nico Williams,Spain,Spain,MF,23-344,2002,Athletic Club,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,4.0,4.4,,0,1,4.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pau Cubarsí,Spain,Spain,DF,19-150,2007,Barcelona,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pedri,Spain,Spain,MF,23-208,2002,Barcelona,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,11.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Pedro Porro,Spain,Spain,"DF,MF",26-281,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodri,Spain,Spain,MF,29-364,1996,Manchester City,1,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.09,0.0,0.0,,86.0,95.6,86.0,0,0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Unai Simón,Spain,Spain,GK,29-010,1997,Athletic Club,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
Víctor Muñoz,Spain,Spain,MF,22-343,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeremi Pino,Spain,Spain,"FW,MF",23-244,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álex Baena,Spain,Spain,"FW,MF",24-336,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álex Grimaldo,Spain,Spain,"DF,MF",30-274,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
